bomLineId,parent,child,quantity,uom,sequence,bomType,operation,scrapPercent,active
ODOO-BOMLINE-0000422,ODOO-VER-002093-004,ODOO-VER-002043-020,1,Units,23,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000423,ODOO-VER-002093-005,ODOO-VER-000002-021,1,Units,24,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000424,ODOO-VER-002093-005,ODOO-VER-001032-005,1,Units,25,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000425,ODOO-VER-002093-005,ODOO-VER-002043-020,1,Units,26,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000426,ODOO-VER-002093-006,ODOO-VER-000002-021,1,Units,27,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000427,ODOO-VER-002093-006,ODOO-VER-001032-005,1,Units,28,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000428,ODOO-VER-002093-006,ODOO-VER-002043-020,1,Units,29,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000429,ODOO-VER-002093-007,ODOO-VER-000002-021,1,Units,30,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000430,ODOO-VER-002093-007,ODOO-VER-001032-005,1,Units,31,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000431,ODOO-VER-002093-007,ODOO-VER-002043-020,1,Units,32,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000432,ODOO-VER-002093-008,ODOO-VER-000002-021,1,Units,33,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000433,ODOO-VER-002093-008,ODOO-VER-001032-005,1,Units,34,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000434,ODOO-VER-002093-008,ODOO-VER-002043-020,1,Units,35,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000435,ODOO-VER-002061-006,ODOO-VER-000013-006,1,Units,36,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000436,ODOO-VER-002093-009,ODOO-VER-000002-022,1,Units,37,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000437,ODOO-VER-002093-009,ODOO-VER-001032-007,1,Units,38,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000438,ODOO-VER-002093-009,ODOO-VER-002043-020,1,Units,39,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000439,ODOO-VER-002093-010,ODOO-VER-000002-022,1,Units,40,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000440,ODOO-VER-002093-010,ODOO-VER-001032-007,1,Units,41,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000441,ODOO-VER-002093-010,ODOO-VER-002043-020,1,Units,42,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000442,ODOO-VER-002063-011,ODOO-VER-000002-022,1,Units,43,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000443,ODOO-VER-002063-011,ODOO-VER-001032-007,1,Units,44,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000444,ODOO-VER-002063-011,ODOO-VER-002043-020,1,Units,45,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000445,ODOO-VER-002063-012,ODOO-VER-000002-022,1,Units,46,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000446,ODOO-VER-002063-012,ODOO-VER-001032-007,1,Units,47,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000447,ODOO-VER-002063-012,ODOO-VER-002043-020,1,Units,48,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000448,ODOO-VER-002095-002,ODOO-VER-000002-022,1,Units,49,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000449,ODOO-VER-002095-002,ODOO-VER-001032-007,1,Units,50,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000450,ODOO-VER-002095-002,ODOO-VER-002043-020,1,Units,51,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000451,ODOO-VER-002095-003,ODOO-VER-000002-022,1,Units,52,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000452,ODOO-VER-002095-003,ODOO-VER-001032-007,1,Units,53,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000453,ODOO-VER-002095-003,ODOO-VER-002043-020,1,Units,54,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000454,ODOO-VER-002095-004,ODOO-VER-000002-022,1,Units,55,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000455,ODOO-VER-002095-004,ODOO-VER-001032-007,1,Units,56,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000456,ODOO-VER-002095-004,ODOO-VER-002043-020,1,Units,57,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000457,ODOO-VER-002097-002,ODOO-VER-000013-006,1,Units,58,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000458,ODOO-VER-002097-003,ODOO-VER-000013-006,1,Units,59,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000459,ODOO-VER-002100-002,ODOO-VER-000013-006,1,Units,60,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000460,ODOO-VER-002100-003,ODOO-VER-000013-006,1,Units,61,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000461,ODOO-VER-002104-002,ODOO-VER-000013-006,1,Units,62,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000462,ODOO-VER-002104-003,ODOO-VER-000013-006,1,Units,63,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000463,ODOO-VER-002104-004,ODOO-VER-000013-006,1,Units,64,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000464,ODOO-VER-002107-002,ODOO-VER-000013-006,1,Units,65,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000465,ODOO-VER-002107-003,ODOO-VER-000013-006,1,Units,66,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000466,ODOO-VER-002107-004,ODOO-VER-000013-006,1,Units,67,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000467,ODOO-VER-002110-002,ODOO-VER-000002-022,1,Units,68,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000468,ODOO-VER-002110-002,ODOO-VER-001032-007,1,Units,69,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000469,ODOO-VER-002110-002,ODOO-VER-002043-020,1,Units,70,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000470,ODOO-VER-002110-003,ODOO-VER-000002-022,1,Units,71,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000471,ODOO-VER-002110-003,ODOO-VER-001032-007,1,Units,72,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000472,ODOO-VER-002110-003,ODOO-VER-002043-020,1,Units,73,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000473,ODOO-VER-002112-002,ODOO-VER-000002-022,1,Units,74,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000474,ODOO-VER-002112-002,ODOO-VER-001032-007,1,Units,75,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000475,ODOO-VER-002112-002,ODOO-VER-002043-020,1,Units,76,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000476,ODOO-VER-002112-003,ODOO-VER-000002-022,1,Units,77,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000477,ODOO-VER-002112-003,ODOO-VER-001032-007,1,Units,78,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000478,ODOO-VER-002112-003,ODOO-VER-002043-020,1,Units,79,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000479,ODOO-VER-002112-004,ODOO-VER-000002-022,1,Units,80,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000480,ODOO-VER-002112-004,ODOO-VER-001032-007,1,Units,81,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000481,ODOO-VER-002112-004,ODOO-VER-002043-020,1,Units,82,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000482,ODOO-VER-002114-002,ODOO-VER-000002-022,1,Units,83,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000483,ODOO-VER-002114-002,ODOO-VER-001032-007,1,Units,84,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000484,ODOO-VER-002114-002,ODOO-VER-002043-020,1,Units,85,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000485,ODOO-VER-002114-003,ODOO-VER-000002-022,1,Units,86,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000486,ODOO-VER-002114-003,ODOO-VER-001032-007,1,Units,87,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000487,ODOO-VER-002114-003,ODOO-VER-002043-020,1,Units,88,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000488,ODOO-VER-002104-005,ODOO-VER-000013-006,1,Units,89,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000489,ODOO-VER-002093-011,ODOO-VER-000002-022,1,Units,90,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000490,ODOO-VER-002093-011,ODOO-VER-001032-007,1,Units,91,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000491,ODOO-VER-002093-011,ODOO-VER-002043-020,1,Units,92,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000492,ODOO-VER-002097-004,ODOO-VER-000013-006,1,Units,93,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000493,ODOO-VER-002117-002,ODOO-VER-000013-006,1,Units,94,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000494,ODOO-VER-002116-002,ODOO-VER-000013-006,1,Units,95,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000495,ODOO-VER-002118-002,ODOO-VER-000013-006,1,Units,96,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000496,ODOO-VER-002117-003,ODOO-VER-000013-006,1,Units,97,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000497,ODOO-VER-002118-003,ODOO-VER-000013-006,1,Units,98,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000498,ODOO-VER-002100-004,ODOO-VER-000013-006,1,Units,99,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000499,ODOO-VER-002100-005,ODOO-VER-000013-006,1,Units,100,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000500,ODOO-VER-002132-002,ODOO-VER-000013-006,1,Units,1,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000501,ODOO-VER-002132-003,ODOO-VER-000013-006,1,Units,2,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000502,ODOO-VER-002090-004,ODOO-VER-000013-006,1,Units,3,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000503,ODOO-VER-002090-005,ODOO-VER-000013-006,1,Units,4,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000504,ODOO-VER-002132-004,ODOO-VER-000013-006,1,Units,5,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000505,ODOO-VER-002118-004,ODOO-VER-000013-010,1,Units,6,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000506,ODOO-VER-002138-002,ODOO-VER-000002-022,1,Units,7,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000507,ODOO-VER-002138-002,ODOO-VER-001032-007,1,Units,8,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000508,ODOO-VER-002138-002,ODOO-VER-002043-020,1,Units,9,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000509,ODOO-VER-002138-003,ODOO-VER-000002-022,1,Units,10,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000510,ODOO-VER-002138-003,ODOO-VER-001032-007,1,Units,11,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000511,ODOO-VER-002138-003,ODOO-VER-002043-020,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000512,ODOO-VER-002138-004,ODOO-VER-000002-022,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000513,ODOO-VER-002138-004,ODOO-VER-001032-007,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000514,ODOO-VER-002138-004,ODOO-VER-002043-020,1,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000515,ODOO-VER-002140-002,ODOO-VER-000002-022,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000516,ODOO-VER-002140-002,ODOO-VER-001032-007,1,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000517,ODOO-VER-002140-002,ODOO-VER-002043-020,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000518,ODOO-VER-002140-003,ODOO-VER-000002-022,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000519,ODOO-VER-002140-003,ODOO-VER-001032-007,1,Units,20,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000520,ODOO-VER-002140-003,ODOO-VER-002043-020,1,Units,21,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000521,ODOO-VER-002140-004,ODOO-VER-000002-022,1,Units,22,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000522,ODOO-VER-002140-004,ODOO-VER-001032-007,1,Units,23,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000523,ODOO-VER-002140-004,ODOO-VER-002043-020,1,Units,24,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000524,ODOO-VER-002142-002,ODOO-VER-000002-022,1,Units,25,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000525,ODOO-VER-002142-002,ODOO-VER-001032-007,1,Units,26,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000526,ODOO-VER-002142-002,ODOO-VER-002043-020,1,Units,27,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000527,ODOO-VER-002142-003,ODOO-VER-000002-022,1,Units,28,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000528,ODOO-VER-002142-003,ODOO-VER-001032-007,1,Units,29,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000529,ODOO-VER-002142-003,ODOO-VER-002043-020,1,Units,30,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000530,ODOO-VER-002144-002,ODOO-VER-000002-022,1,Units,31,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000531,ODOO-VER-002144-002,ODOO-VER-001032-007,1,Units,32,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000532,ODOO-VER-002144-002,ODOO-VER-002043-020,1,Units,33,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000533,ODOO-VER-002144-003,ODOO-VER-000002-022,1,Units,34,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000534,ODOO-VER-002144-003,ODOO-VER-001032-007,1,Units,35,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000535,ODOO-VER-002144-003,ODOO-VER-002043-020,1,Units,36,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000536,ODOO-VER-002147-002,ODOO-VER-000004-004,1,Units,37,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000537,ODOO-VER-002147-002,ODOO-VER-000005-008,1,Units,38,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000538,ODOO-VER-002147-002,ODOO-VER-000007-004,1,Units,39,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000539,ODOO-VER-002147-002,ODOO-VER-000011-004,2,Units,40,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000540,ODOO-VER-002147-002,ODOO-VER-000015-031,1,Units,41,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000541,ODOO-VER-002147-003,ODOO-VER-000004-004,1,Units,42,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000542,ODOO-VER-002147-003,ODOO-VER-000005-008,1,Units,43,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000543,ODOO-VER-002147-003,ODOO-VER-000007-004,1,Units,44,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000544,ODOO-VER-002147-003,ODOO-VER-000011-004,2,Units,45,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000545,ODOO-VER-002147-003,ODOO-VER-000015-031,1,Units,46,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000546,ODOO-VER-002147-004,ODOO-VER-000004-004,1,Units,47,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000547,ODOO-VER-002147-004,ODOO-VER-000005-008,1,Units,48,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000548,ODOO-VER-002147-004,ODOO-VER-000007-004,1,Units,49,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000549,ODOO-VER-002147-004,ODOO-VER-000011-004,2,Units,50,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000550,ODOO-VER-002147-004,ODOO-VER-000015-031,1,Units,51,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000551,ODOO-VER-002148-002,ODOO-VER-000015-031,1,Units,52,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000552,ODOO-VER-002148-003,ODOO-VER-000015-031,1,Units,53,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000553,ODOO-VER-002148-004,ODOO-VER-000015-031,1,Units,54,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000554,ODOO-VER-002063-013,ODOO-VER-000002-022,1,Units,55,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000555,ODOO-VER-002063-013,ODOO-VER-001032-007,1,Units,56,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000556,ODOO-VER-002063-013,ODOO-VER-002043-020,1,Units,57,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000557,ODOO-VER-002063-014,ODOO-VER-000002-022,1,Units,58,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000558,ODOO-VER-002063-014,ODOO-VER-001032-007,1,Units,59,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000559,ODOO-VER-002063-014,ODOO-VER-002043-021,1,Units,60,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000560,ODOO-VER-002095-005,ODOO-VER-000002-022,1,Units,61,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000561,ODOO-VER-002095-005,ODOO-VER-001032-007,1,Units,62,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000562,ODOO-VER-002095-005,ODOO-VER-002043-021,1,Units,63,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000563,ODOO-VER-002150-002,ODOO-VER-000013-010,1,Units,64,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000564,ODOO-VER-002150-003,ODOO-VER-000013-010,1,Units,65,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000565,ODOO-VER-002150-004,ODOO-VER-000013-010,1,Units,66,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000566,ODOO-VER-002153-002,ODOO-VER-000013-010,1,Units,67,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000567,ODOO-VER-002154-002,ODOO-VER-000013-010,1,Units,68,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000568,ODOO-VER-002155-002,ODOO-VER-000013-010,1,Units,69,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000569,ODOO-VER-002156-002,ODOO-VER-000013-010,1,Units,70,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000570,ODOO-VER-002155-003,ODOO-VER-000013-010,1,Units,71,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000571,ODOO-VER-002166-002,ODOO-VER-000013-010,1,Units,72,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000572,ODOO-VER-000015-002,ODOO-VER-000002-005,1,Units,73,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000573,ODOO-VER-002165-002,ODOO-VER-000013-010,1,Units,74,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000574,ODOO-VER-002165-003,ODOO-VER-000013-010,1,Units,75,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000575,ODOO-VER-001041-003,ODOO-VER-000004-004,1,Units,76,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000576,ODOO-VER-001041-003,ODOO-VER-000005-008,1,Units,77,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000577,ODOO-VER-001041-003,ODOO-VER-000007-004,1,Units,78,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000578,ODOO-VER-001041-003,ODOO-VER-000011-004,2,Units,79,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000579,ODOO-VER-001041-003,ODOO-VER-000015-031,1,Units,80,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000580,ODOO-VER-001041-004,ODOO-VER-000004-004,1,Units,81,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000581,ODOO-VER-001041-004,ODOO-VER-000005-008,1,Units,82,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000582,ODOO-VER-001041-004,ODOO-VER-000007-004,1,Units,83,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000583,ODOO-VER-001041-004,ODOO-VER-000011-004,2,Units,84,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000584,ODOO-VER-001041-004,ODOO-VER-000015-031,1,Units,85,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000585,ODOO-VER-002173-002,ODOO-VER-000002-022,1,Units,86,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000586,ODOO-VER-002173-002,ODOO-VER-001032-007,1,Units,87,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000587,ODOO-VER-002173-002,ODOO-VER-002043-021,1,Units,88,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000588,ODOO-VER-002173-003,ODOO-VER-000002-022,1,Units,89,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000589,ODOO-VER-002173-003,ODOO-VER-001032-007,1,Units,90,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000590,ODOO-VER-002173-003,ODOO-VER-002043-021,1,Units,91,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000591,ODOO-VER-001041-005,ODOO-VER-000004-004,1,Units,92,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000592,ODOO-VER-001041-005,ODOO-VER-000005-008,1,Units,93,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000593,ODOO-VER-001041-005,ODOO-VER-000007-004,1,Units,94,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000594,ODOO-VER-001041-005,ODOO-VER-000011-004,2,Units,95,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000595,ODOO-VER-001041-005,ODOO-VER-000015-031,1,Units,96,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000596,ODOO-VER-002175-002,ODOO-VER-000002-022,1,Units,97,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000597,ODOO-VER-002175-002,ODOO-VER-000006-006,1,Units,98,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000598,ODOO-VER-002175-002,ODOO-VER-000008-005,1,Units,99,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000599,ODOO-VER-002175-002,ODOO-VER-000009-005,1,Units,100,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000600,ODOO-VER-002175-002,ODOO-VER-000010-008,1,Units,1,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000601,ODOO-VER-002175-002,ODOO-VER-000012-006,1,Units,2,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000602,ODOO-VER-002175-003,ODOO-VER-000002-022,1,Units,3,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000603,ODOO-VER-002175-003,ODOO-VER-000006-006,1,Units,4,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000604,ODOO-VER-002175-003,ODOO-VER-000008-005,1,Units,5,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000605,ODOO-VER-002175-003,ODOO-VER-000009-005,1,Units,6,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000606,ODOO-VER-002175-003,ODOO-VER-000010-008,1,Units,7,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000607,ODOO-VER-002175-003,ODOO-VER-000012-006,1,Units,8,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000608,ODOO-VER-002176-002,ODOO-VER-000002-022,1,Units,9,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000609,ODOO-VER-002176-002,ODOO-VER-000006-006,1,Units,10,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000610,ODOO-VER-002176-002,ODOO-VER-000008-005,1,Units,11,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000611,ODOO-VER-002176-002,ODOO-VER-000009-005,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000612,ODOO-VER-002176-002,ODOO-VER-000010-008,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000613,ODOO-VER-002176-002,ODOO-VER-000012-006,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000614,ODOO-VER-002176-003,ODOO-VER-000002-022,1,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000615,ODOO-VER-002176-003,ODOO-VER-000006-006,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000616,ODOO-VER-002176-003,ODOO-VER-000008-005,1,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000617,ODOO-VER-002176-003,ODOO-VER-000009-005,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000618,ODOO-VER-002176-003,ODOO-VER-000010-008,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000619,ODOO-VER-002176-003,ODOO-VER-000012-006,1,Units,20,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000620,ODOO-VER-002140-005,ODOO-VER-000002-022,1,Units,21,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000621,ODOO-VER-002140-005,ODOO-VER-001032-007,1,Units,22,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000622,ODOO-VER-002140-005,ODOO-VER-002043-021,1,Units,23,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000623,ODOO-VER-002168-002,ODOO-VER-000013-010,1,Units,24,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000624,ODOO-VER-002167-002,ODOO-VER-000013-010,1,Units,25,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000625,ODOO-VER-002167-003,ODOO-VER-000013-010,1,Units,26,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000626,ODOO-VER-002181-002,ODOO-VER-000013-010,1,Units,27,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000627,ODOO-VER-002184-002,ODOO-VER-000013-010,1,Units,28,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000628,ODOO-VER-002184-003,ODOO-VER-000013-010,1,Units,29,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000629,ODOO-VER-002181-003,ODOO-VER-000013-010,1,Units,30,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000630,ODOO-VER-002187-002,ODOO-VER-000013-010,1,Units,31,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000631,ODOO-VER-002188-002,ODOO-VER-000013-010,1,Units,32,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000632,ODOO-VER-002188-003,ODOO-VER-000013-010,1,Units,33,normal,Assembly,0.00,TRUE
